slide,timestamp_seconds,timestamp,file
1,4,00:00:04,001_00-00-04.jpg
2,24,00:00:24,002_00-00-24.jpg
3,66,00:01:06,003_00-01-06.jpg
4,88,00:01:28,004_00-01-28.jpg
5,750,00:12:30,005_00-12-30.jpg
6,1240,00:20:40,006_00-20-40.jpg
7,1476,00:24:36,007_00-24-36.jpg
8,2520,00:42:00,008_00-42-00.jpg
9,2898,00:48:18,009_00-48-18.jpg
10,3110,00:51:50,010_00-51-50.jpg
11,3300,00:55:00,011_00-55-00.jpg
12,3460,00:57:40,012_00-57-40.jpg
13,3848,01:04:08,013_01-04-08.jpg
14,3996,01:06:36,014_01-06-36.jpg
15,4608,01:16:48,015_01-16-48.jpg
16,5266,01:27:46,016_01-27-46.jpg
17,5548,01:32:28,017_01-32-28.jpg
18,5762,01:36:02,018_01-36-02.jpg
19,5982,01:39:42,019_01-39-42.jpg
20,6360,01:46:00,020_01-46-00.jpg
21,6628,01:50:28,021_01-50-28.jpg
22,6926,01:55:26,022_01-55-26.jpg
23,7056,01:57:36,023_01-57-36.jpg
