slide,timestamp_seconds,timestamp,file
1,4,00:00:04,001_00-00-04.jpg
2,38,00:00:38,002_00-00-38.jpg
3,254,00:04:14,003_00-04-14.jpg
4,378,00:06:18,004_00-06-18.jpg
5,522,00:08:42,005_00-08-42.jpg
6,700,00:11:40,006_00-11-40.jpg
7,924,00:15:24,007_00-15-24.jpg
8,1340,00:22:20,008_00-22-20.jpg
