slide,timestamp_seconds,timestamp,file
1,4,00:00:04,001_00-00-04.jpg
2,36,00:00:36,002_00-00-36.jpg
3,382,00:06:22,003_00-06-22.jpg
4,1002,00:16:42,004_00-16-42.jpg
5,1714,00:28:34,005_00-28-34.jpg
6,2368,00:39:28,006_00-39-28.jpg
7,2834,00:47:14,007_00-47-14.jpg
8,3138,00:52:18,008_00-52-18.jpg
9,3622,01:00:22,009_01-00-22.jpg
10,3762,01:02:42,010_01-02-42.jpg
11,3970,01:06:10,011_01-06-10.jpg
12,4120,01:08:40,012_01-08-40.jpg
13,4294,01:11:34,013_01-11-34.jpg
14,4398,01:13:18,014_01-13-18.jpg
15,4536,01:15:36,015_01-15-36.jpg
16,4804,01:20:04,016_01-20-04.jpg
17,5232,01:27:12,017_01-27-12.jpg
18,5486,01:31:26,018_01-31-26.jpg
19,5834,01:37:14,019_01-37-14.jpg
20,6298,01:44:58,020_01-44-58.jpg
21,6538,01:48:58,021_01-48-58.jpg
22,6604,01:50:04,022_01-50-04.jpg
23,6726,01:52:06,023_01-52-06.jpg
24,6826,01:53:46,024_01-53-46.jpg
25,7004,01:56:44,025_01-56-44.jpg
26,7294,02:01:34,026_02-01-34.jpg
27,7440,02:04:00,027_02-04-00.jpg
28,7598,02:06:38,028_02-06-38.jpg
29,8088,02:14:48,029_02-14-48.jpg
30,8192,02:16:32,030_02-16-32.jpg
31,8244,02:17:24,031_02-17-24.jpg
32,8252,02:17:32,032_02-17-32.jpg
