slide,timestamp_seconds,timestamp,file
1,4,00:00:04,001_00-00-04.jpg
2,58,00:00:58,002_00-00-58.jpg
3,262,00:04:22,003_00-04-22.jpg
4,422,00:07:02,004_00-07-02.jpg
5,446,00:07:26,005_00-07-26.jpg
6,474,00:07:54,006_00-07-54.jpg
7,548,00:09:08,007_00-09-08.jpg
8,656,00:10:56,008_00-10-56.jpg
9,882,00:14:42,009_00-14-42.jpg
10,944,00:15:44,010_00-15-44.jpg
11,990,00:16:30,011_00-16-30.jpg
12,1014,00:16:54,012_00-16-54.jpg
13,1106,00:18:26,013_00-18-26.jpg
14,1206,00:20:06,014_00-20-06.jpg
15,1354,00:22:34,015_00-22-34.jpg
16,1400,00:23:20,016_00-23-20.jpg
17,1430,00:23:50,017_00-23-50.jpg
18,1686,00:28:06,018_00-28-06.jpg
19,1736,00:28:56,019_00-28-56.jpg
20,1952,00:32:32,020_00-32-32.jpg
21,2180,00:36:20,021_00-36-20.jpg
22,2324,00:38:44,022_00-38-44.jpg
23,2600,00:43:20,023_00-43-20.jpg
24,2700,00:45:00,024_00-45-00.jpg
25,2834,00:47:14,025_00-47-14.jpg
26,3150,00:52:30,026_00-52-30.jpg
27,3278,00:54:38,027_00-54-38.jpg
28,3406,00:56:46,028_00-56-46.jpg
29,3456,00:57:36,029_00-57-36.jpg
30,3644,01:00:44,030_01-00-44.jpg
31,3866,01:04:26,031_01-04-26.jpg
32,4508,01:15:08,032_01-15-08.jpg
33,4540,01:15:40,033_01-15-40.jpg
