slide,timestamp_seconds,timestamp,file
1,4,00:00:04,001_00-00-04.jpg
2,106,00:01:46,002_00-01-46.jpg
3,242,00:04:02,003_00-04-02.jpg
4,512,00:08:32,004_00-08-32.jpg
5,792,00:13:12,005_00-13-12.jpg
6,1624,00:27:04,006_00-27-04.jpg
7,2216,00:36:56,007_00-36-56.jpg
8,2538,00:42:18,008_00-42-18.jpg
9,2904,00:48:24,009_00-48-24.jpg
10,3180,00:53:00,010_00-53-00.jpg
11,3620,01:00:20,011_01-00-20.jpg
12,4240,01:10:40,012_01-10-40.jpg
13,4444,01:14:04,013_01-14-04.jpg
14,4710,01:18:30,014_01-18-30.jpg
