slide,timestamp_seconds,timestamp,file
1,4,00:00:04,001_00-00-04.jpg
2,14,00:00:14,002_00-00-14.jpg
3,578,00:09:38,003_00-09-38.jpg
4,598,00:09:58,004_00-09-58.jpg
5,626,00:10:26,005_00-10-26.jpg
6,640,00:10:40,006_00-10-40.jpg
7,678,00:11:18,007_00-11-18.jpg
8,702,00:11:42,008_00-11-42.jpg
9,724,00:12:04,009_00-12-04.jpg
10,752,00:12:32,010_00-12-32.jpg
11,766,00:12:46,011_00-12-46.jpg
12,774,00:12:54,012_00-12-54.jpg
13,788,00:13:08,013_00-13-08.jpg
14,816,00:13:36,014_00-13-36.jpg
15,834,00:13:54,015_00-13-54.jpg
16,846,00:14:06,016_00-14-06.jpg
17,872,00:14:32,017_00-14-32.jpg
18,886,00:14:46,018_00-14-46.jpg
19,914,00:15:14,019_00-15-14.jpg
20,944,00:15:44,020_00-15-44.jpg
21,990,00:16:30,021_00-16-30.jpg
22,1020,00:17:00,022_00-17-00.jpg
23,1050,00:17:30,023_00-17-30.jpg
24,1072,00:17:52,024_00-17-52.jpg
25,1104,00:18:24,025_00-18-24.jpg
26,1120,00:18:40,026_00-18-40.jpg
27,1148,00:19:08,027_00-19-08.jpg
28,1158,00:19:18,028_00-19-18.jpg
29,1214,00:20:14,029_00-20-14.jpg
30,1230,00:20:30,030_00-20-30.jpg
31,1250,00:20:50,031_00-20-50.jpg
32,1284,00:21:24,032_00-21-24.jpg
33,1408,00:23:28,033_00-23-28.jpg
34,1422,00:23:42,034_00-23-42.jpg
35,1454,00:24:14,035_00-24-14.jpg
36,1488,00:24:48,036_00-24-48.jpg
37,1506,00:25:06,037_00-25-06.jpg
38,1516,00:25:16,038_00-25-16.jpg
39,1530,00:25:30,039_00-25-30.jpg
40,1836,00:30:36,040_00-30-36.jpg
41,1854,00:30:54,041_00-30-54.jpg
42,2632,00:43:52,042_00-43-52.jpg
43,3164,00:52:44,043_00-52-44.jpg
44,3348,00:55:48,044_00-55-48.jpg
45,4370,01:12:50,045_01-12-50.jpg
46,4682,01:18:02,046_01-18-02.jpg
47,4926,01:22:06,047_01-22-06.jpg
48,5112,01:25:12,048_01-25-12.jpg
49,7314,02:01:54,049_02-01-54.jpg
50,7680,02:08:00,050_02-08-00.jpg
