slide,timestamp_seconds,timestamp,file
1,4,00:00:04,001_00-00-04.jpg
2,20,00:00:20,002_00-00-20.jpg
3,74,00:01:14,003_00-01-14.jpg
4,168,00:02:48,004_00-02-48.jpg
5,496,00:08:16,005_00-08-16.jpg
6,790,00:13:10,006_00-13-10.jpg
7,1078,00:17:58,007_00-17-58.jpg
8,1394,00:23:14,008_00-23-14.jpg
9,1844,00:30:44,009_00-30-44.jpg
10,2120,00:35:20,010_00-35-20.jpg
11,2748,00:45:48,011_00-45-48.jpg
12,3012,00:50:12,012_00-50-12.jpg
13,3600,01:00:00,013_01-00-00.jpg
14,4420,01:13:40,014_01-13-40.jpg
15,5130,01:25:30,015_01-25-30.jpg
16,5596,01:33:16,016_01-33-16.jpg
17,5788,01:36:28,017_01-36-28.jpg
18,5888,01:38:08,018_01-38-08.jpg
19,6234,01:43:54,019_01-43-54.jpg
20,6380,01:46:20,020_01-46-20.jpg
21,6842,01:54:02,021_01-54-02.jpg
22,7262,02:01:02,022_02-01-02.jpg
23,7610,02:06:50,023_02-06-50.jpg
24,7906,02:11:46,024_02-11-46.jpg
25,8192,02:16:32,025_02-16-32.jpg
26,8532,02:22:12,026_02-22-12.jpg
27,9010,02:30:10,027_02-30-10.jpg
28,9188,02:33:08,028_02-33-08.jpg
