slide,timestamp_seconds,timestamp,file
1,4,00:00:04,001_00-00-04.jpg
2,166,00:02:46,002_00-02-46.jpg
3,512,00:08:32,003_00-08-32.jpg
4,992,00:16:32,004_00-16-32.jpg
5,1270,00:21:10,005_00-21-10.jpg
6,1852,00:30:52,006_00-30-52.jpg
7,2060,00:34:20,007_00-34-20.jpg
8,2546,00:42:26,008_00-42-26.jpg
9,2888,00:48:08,009_00-48-08.jpg
10,3178,00:52:58,010_00-52-58.jpg
11,3336,00:55:36,011_00-55-36.jpg
12,3446,00:57:26,012_00-57-26.jpg
13,3898,01:04:58,013_01-04-58.jpg
14,4056,01:07:36,014_01-07-36.jpg
15,4294,01:11:34,015_01-11-34.jpg
16,4358,01:12:38,016_01-12-38.jpg
17,4424,01:13:44,017_01-13-44.jpg
18,4692,01:18:12,018_01-18-12.jpg
19,5138,01:25:38,019_01-25-38.jpg
20,5428,01:30:28,020_01-30-28.jpg
21,5494,01:31:34,021_01-31-34.jpg
