"Kind","Operation","Agent_Id","Allocation_Size","Address","Correlation_Id","Start_Timestamp","End_Timestamp"
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",112,"0x0000737eeff59000",1,2251031464324470,2251031464349817
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 1",262144,"0x0000737ec0600000",6,2251031484530702,2251031484556580
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",4194304,"0x0000737c63a00000",9,2251031488310064,2251031488863716
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",4194304,"0x0000737c63400000",9,2251031495475155,2251031496027244
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_FREE","",0,"0x0000737ec0600000",17,2251031522845536,2251031522852038
